COMPOUND_MASK,BATCH_MASK,plaque Cpds,plaque cellules,Well,Plate_Sanofi
EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,N08,EMT-Serie2-1-C2
EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,N09,EMT-Serie2-1-C2
EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,N10,EMT-Serie2-1-C2
EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,N11,EMT-Serie2-1-C2
EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,N12,EMT-Serie2-1-C2
EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,N13,EMT-Serie2-1-C2
EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,N14,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N15,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N16,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N17,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N18,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N19,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N20,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N21,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N22,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N23,EMT-Serie2-1-C2
EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,N24,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O05,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O06,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O07,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O08,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O09,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O10,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O11,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O12,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O13,EMT-Serie2-1-C2
EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,O14,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O15,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O16,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O17,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O18,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O19,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O20,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O21,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O22,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O23,EMT-Serie2-1-C2
EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,O24,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P05,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P06,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P07,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P08,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P09,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P10,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P11,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P12,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P13,EMT-Serie2-1-C2
EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,P14,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P15,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P16,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P17,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P18,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P19,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P20,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P21,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P22,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P23,EMT-Serie2-1-C2
EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,P24,EMT-Serie2-1-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A05,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A06,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A07,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A08,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A09,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A10,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A11,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A12,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A13,EMT-Serie2-2-C2
EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,A14,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A15,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A16,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A17,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A18,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A19,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A20,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A21,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A22,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A23,EMT-Serie2-2-C2
EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,A24,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B05,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B06,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B07,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B08,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B09,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B10,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B11,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B12,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B13,EMT-Serie2-2-C2
EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,B14,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B15,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B16,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B17,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B18,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B19,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B20,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B21,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B22,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B23,EMT-Serie2-2-C2
EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,B24,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C05,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C06,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C07,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C08,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C09,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C10,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C11,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C12,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C13,EMT-Serie2-2-C2
EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,C14,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C15,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C16,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C17,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C18,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C19,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C20,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C21,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C22,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C23,EMT-Serie2-2-C2
EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,C24,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D05,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D06,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D07,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D08,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D09,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D10,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D11,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D12,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D13,EMT-Serie2-2-C2
EC_11265545,EB_11265547,2200116202b,EMT-Serie2-2,D14,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D15,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D16,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D17,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D18,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D19,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D20,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D21,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D22,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D23,EMT-Serie2-2-C2
EC_11187457,EB_11187460,2200116202b,EMT-Serie2-2,D24,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E05,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E06,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E07,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E08,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E09,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E10,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E11,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E12,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E13,EMT-Serie2-2-C2
EC_11187920,EB_11187922,2200116202b,EMT-Serie2-2,E14,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E15,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E16,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E17,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E18,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E19,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E20,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E21,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E22,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E23,EMT-Serie2-2-C2
EC_11189850,EB_11189853,2200116202b,EMT-Serie2-2,E24,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F05,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F06,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F07,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F08,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F09,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F10,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F11,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F12,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F13,EMT-Serie2-2-C2
EC_11255449,EB_11255451,2200116202b,EMT-Serie2-2,F14,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F15,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F16,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F17,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F18,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F19,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F20,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F21,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F22,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F23,EMT-Serie2-2-C2
EC_11259174,EB_11259176,2200116202b,EMT-Serie2-2,F24,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G05,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G06,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G07,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G08,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G09,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G10,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G11,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G12,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G13,EMT-Serie2-2-C2
EC_11192350,EB_11192352,2200116202b,EMT-Serie2-2,G14,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G15,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G16,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G17,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G18,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G19,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G20,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G21,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G22,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G23,EMT-Serie2-2-C2
EC_11190448,EB_11190451,2200116202b,EMT-Serie2-2,G24,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H05,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H06,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H07,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H08,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H09,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H10,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H11,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H12,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H13,EMT-Serie2-2-C2
EC_11177295,EB_11177299,2200116202b,EMT-Serie2-2,H14,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H15,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H16,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H17,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H18,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H19,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H20,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H21,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H22,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H23,EMT-Serie2-2-C2
EC_11193277,EB_11193279,2200116202b,EMT-Serie2-2,H24,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I05,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I06,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I07,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I08,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I09,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I10,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I11,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I12,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I13,EMT-Serie2-2-C2
EC_11193182,EB_11193184,2200116202b,EMT-Serie2-2,I14,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I15,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I16,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I17,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I18,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I19,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I20,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I21,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I22,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I23,EMT-Serie2-2-C2
EC_11188204,EB_11188206,2200116202b,EMT-Serie2-2,I24,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J05,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J06,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J07,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J08,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J09,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J10,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J11,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J12,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J13,EMT-Serie2-2-C2
EC_11281258,EB_11281260,2200116202b,EMT-Serie2-2,J14,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J15,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J16,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J17,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J18,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J19,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J20,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J21,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J22,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J23,EMT-Serie2-2-C2
EC_11301156,EB_11301158,2200116202b,EMT-Serie2-2,J24,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K05,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K06,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K07,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K08,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K09,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K10,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K11,EMT-Serie2-2-C2
