COMPOUND_MASK,BATCH_MASK,plaque Cpds,plaque cellules,Well,Plate_Sanofi
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K12,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K13,EMT-Serie2-2-C2
EC_11262380,EB_11262382,2200116202b,EMT-Serie2-2,K14,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K15,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K16,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K17,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K18,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K19,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K20,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K21,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K22,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K23,EMT-Serie2-2-C2
EC_11263657,EB_11263659,2200116202b,EMT-Serie2-2,K24,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L05,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L06,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L07,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L08,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L09,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L10,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L11,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L12,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L13,EMT-Serie2-2-C2
EC_11191311,EB_11191313,2200116202b,EMT-Serie2-2,L14,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L15,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L16,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L17,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L18,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L19,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L20,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L21,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L22,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L23,EMT-Serie2-2-C2
EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,L24,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M05,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M06,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M07,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M08,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M09,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M10,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M11,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M12,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M13,EMT-Serie2-2-C2
EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,M14,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M15,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M16,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M17,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M18,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M19,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M20,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M21,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M22,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M23,EMT-Serie2-2-C2
EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,M24,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N05,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N06,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N07,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N08,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N09,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N10,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N11,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N12,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N13,EMT-Serie2-2-C2
EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,N14,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N15,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N16,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N17,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N18,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N19,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N20,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N21,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N22,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N23,EMT-Serie2-2-C2
EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,N24,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O05,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O06,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O07,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O08,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O09,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O10,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O11,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O12,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O13,EMT-Serie2-2-C2
EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,O14,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O15,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O16,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O17,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O18,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O19,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O20,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O21,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O22,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O23,EMT-Serie2-2-C2
EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,O24,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P05,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P06,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P07,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P08,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P09,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P10,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P11,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P12,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P13,EMT-Serie2-2-C2
EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,P14,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P15,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P16,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P17,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P18,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P19,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P20,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P21,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P22,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P23,EMT-Serie2-2-C2
EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,P24,EMT-Serie2-2-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A05,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A06,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A07,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A08,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A09,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A10,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A11,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A12,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A13,EMT-Serie2-3-C2
EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,A14,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A15,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A16,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A17,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A18,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A19,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A20,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A21,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A22,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A23,EMT-Serie2-3-C2
EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,A24,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B05,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B06,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B07,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B08,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B09,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B10,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B11,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B12,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B13,EMT-Serie2-3-C2
EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,B14,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B15,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B16,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B17,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B18,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B19,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B20,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B21,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B22,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B23,EMT-Serie2-3-C2
EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,B24,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C05,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C06,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C07,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C08,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C09,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C10,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C11,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C12,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C13,EMT-Serie2-3-C2
EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,C14,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C15,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C16,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C17,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C18,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C19,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C20,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C21,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C22,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C23,EMT-Serie2-3-C2
X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,C24,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D05,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D06,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D07,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D08,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D09,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D10,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D11,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D12,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D13,EMT-Serie2-3-C2
EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,D14,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D15,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D16,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D17,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D18,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D19,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D20,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D21,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D22,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D23,EMT-Serie2-3-C2
EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,D24,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E05,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E06,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E07,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E08,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E09,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E10,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E11,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E12,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E13,EMT-Serie2-3-C2
EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,E14,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E15,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E16,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E17,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E18,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E19,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E20,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E21,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E22,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E23,EMT-Serie2-3-C2
EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,E24,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F05,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F06,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F07,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F08,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F09,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F10,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F11,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F12,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F13,EMT-Serie2-3-C2
EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,F14,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F15,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F16,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F17,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F18,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F19,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F20,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F21,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F22,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F23,EMT-Serie2-3-C2
EC_11261582,EB_11261584,2200116202c,EMT-Serie2-3,F24,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G05,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G06,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G07,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G08,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G09,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G10,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G11,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G12,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G13,EMT-Serie2-3-C2
EC_11189481,EB_11189483,2200116202c,EMT-Serie2-3,G14,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G15,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G16,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G17,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G18,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G19,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G20,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G21,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G22,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G23,EMT-Serie2-3-C2
EC_11176072,EB_11176074,2200116202c,EMT-Serie2-3,G24,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H05,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H06,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H07,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H08,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H09,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H10,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H11,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H12,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H13,EMT-Serie2-3-C2
EC_11189700,EB_11189702,2200116202c,EMT-Serie2-3,H14,EMT-Serie2-3-C2
EC_11175103,EB_11175105,2200116202c,EMT-Serie2-3,H15,EMT-Serie2-3-C2
EC_11175103,EB_11175105,2200116202c,EMT-Serie2-3,H16,EMT-Serie2-3-C2
